split_1	split_2	split_3
37200	20429	10531
37201	22262	31654
37203	11706	25558
37204	15586	17155
37207	30700	20311
37208	2573	2409
37209	4569	39790
37210	32178	47070
37212	27998	17311
37213	28929	36023
37216	38192	33985
37217	42350	40204
37220	15813	5641
37223	48665	7258
37224	46497	18980
37225	33782	35013
37227	38518	24004
37228	33010	17953
37229	28115	9775
37231	15361	23404
37235	42998	33732
37237	2691	13983
37239	18296	46546
37242	25623	672
37243	28410	46095
37244	33214	32744
37246	5181	27145
37247	44279	30364
37248	41206	3824
37249	28292	36344
37250	37441	31484
37254	5572	25095
37255	1874	22080
37256	30366	43915
37257	11143	34060
37259	37366	39093
37260	24004	29097
37261	49030	11606
37262	22662	47922
37268	45976	1805
37270	14288	35375
37271	38083	49126
37272	26992	45932
37275	49988	37708
37276	29490	10048
37278	35126	8062
37282	3541	34948
37285	8732	7156
37289	35699	16481
37292	13059	2850
37294	37536	16100
37298	6507	15136
37300	33740	15328
37302	3287	28397
37303	22108	30119
37304	22249	43981
37305	14669	36273
37307	1798	22665
37309	49918	36869
37310	11718	16550
37311	39745	4084
37315	46692	26429
37319	10006	4740
37320	26577	720
37322	3851	48025
37324	5369	13926
37325	10190	5038
37326	4277	40142
37329	25592	35674
37330	48437	24973
37331	40047	49119
37336	25526	45064
37341	36999	13202
37342	33434	22013
37343	24152	3605
37345	48126	14744
37346	14020	7928
37347	35214	33766
37350	19945	49253
37351	12860	31043
37357	16766	43876
37359	48545	22657
37364	25478	35993
37365	35672	22626
37369	25579	1272
37371	3654	6199
37372	22038	37562
37374	4556	13687
37377	1760	47908
37379	48774	44539
37382	26857	10678
37386	27323	36701
37387	34781	20170
37388	34686	21135
37389	2430	2151
37390	49291	17077
37392	33490	24743
37395	16881	4985
37397	45106	24450
37400	15057	31997
37401	18633	40043
37404	38238	31046
37413	48	5454
37415	10639	9641
37416	4892	2587
37417	44205	44110
37426	14402	4557
37427	6430	36085
37429	15883	3853
37430	35474	25988
37431	29015	42365
37435	32810	24116
37438	40094	4920
37439	21093	34586
37440	46420	20231
37441	31196	47305
37442	38310	13766
37443	21332	45239
37444	46395	27187
37445	15783	5372
37449	24763	4255
37454	23087	17291
37455	37700	20952
37456	13598	8815
37462	38233	39911
37464	32118	34596
37465	20117	21438
37467	26148	1606
37468	26616	39661
37469	30474	49630
37471	49323	11518
37473	18807	13622
37475	11822	49408
37476	38225	31519
37479	21480	23371
37481	6006	14195
37482	100	29698
37483	20451	6988
37484	3699	36941
37485	48971	24092
37487	20161	49200
37488	27456	43786
37489	3775	47502
37490	40312	19597
37491	22169	22766
37493	5517	18103
37494	15482	48356
37495	24616	12676
37500	26609	42068
37501	40024	30117
37503	22418	39445
37504	37538	33299
37505	9021	13929
37506	28788	44631
37507	28416	38842
37509	17253	18065
37510	29235	30275
37513	34189	48643
37515	21569	10366
37517	2637	48867
37519	9024	35330
37521	49297	13148
37525	15219	23304
37529	45959	41514
37530	20146	19875
37533	31619	6505
37537	848	40431
37539	5495	25009
37540	21628	26640
37541	38250	42024
37543	28103	11462
37544	47756	47881
37546	34720	13533
37547	19455	22488
37552	34984	7324
37557	37226	12392
37559	17390	27585
37561	46571	23637
37562	23393	45650
37563	4539	30937
37564	44102	35587
37565	39562	29428
37568	47167	49805
37569	47070	26364
37570	1404	21611
37571	8399	42046
37573	24935	20579
37575	2302	49301
37577	41375	28639
37581	31102	4158
37583	47912	14562
37586	25312	43848
37592	1556	351
37594	30205	9526
37597	36117	24691
37599	40621	46016
37602	10581	17646
37606	41928	16399
37608	2118	49493
37609	49860	6441
37610	417	45550
37616	12941	29769
37617	7028	8838
37619	4393	15613
37626	40586	15987
37629	40740	4734
37631	33842	6277
37632	49226	15392
37633	12619	19870
37634	32847	12370
37635	25873	47577
37636	23616	44265
37638	26602	35074
37640	32086	39886
37641	21352	43683
37643	25319	19437
37646	8659	40103
37650	24802	47465
37659	44994	38562
37661	13143	2007
37662	41909	20261
37664	45378	26971
37665	5514	34440
37666	34011	42094
37670	15914	14704
37673	37736	26672
37674	48791	39691
37675	23928	4358
37677	2604	36614
37680	2177	38749
37681	18940	31200
37683	29392	28565
37686	44763	10113
37687	5084	37485
37688	15245	39047
37691	26933	43275
37692	29386	35228
37693	46930	5679
37694	12107	11958
37698	22969	29673
37702	38690	9102
37703	22958	35745
37704	30106	38024
37705	33129	4993
37707	27953	5203
37708	12812	26098
37709	24929	37877
37714	16271	49275
37716	29811	29460
37720	25468	43285
37721	30828	34660
37722	13148	49359
37724	16865	36699
37725	11838	46548
37726	8873	35626
37728	46045	23044
37729	49447	44626
37730	34235	26837
37731	43027	21017
37736	1713	3197
37737	29239	34538
37738	21036	23369
37740	20952	39850
37742	18166	35142
37746	19876	2010
37754	23221	40297
37757	28097	7925
37760	35927	18424
37761	48984	32601
37762	14976	19578
37763	37821	5830
37764	18511	11227
37767	39941	22474
37768	41274	32362
37769	32701	13164
37770	43823	36214
37775	39670	20313
37776	15623	14265
37778	45496	176
37779	6880	48859
37782	39674	49763
37785	6763	22631
37787	1768	25330
37788	13662	9187
37789	30600	16917
37790	7069	27020
37798	29995	17642
37799	4646	45046
37800	46935	45479
37803	10287	20326
37807	2912	12467
37810	44740	49492
37811	16767	25367
37813	7061	10277
37814	47026	12747
37817	24488	828
37822	328	42708
37824	22929	12245
37826	49951	799
37827	47617	3977
37834	20577	29068
37835	8440	42752
37836	12062	27319
37837	45459	2623
37838	31641	15188
37839	22607	14271
37840	31237	14645
37842	41704	18800
37843	1384	20828
37844	32102	8336
37846	42957	29283
37851	42125	3101
37853	30359	16733
37856	42912	13748
37859	30440	30268
37860	39890	38440
37863	29708	3747
37864	40362	2709
37865	21067	27236
37866	20286	33723
37868	9903	9162
37870	3491	4339
37871	20697	19533
37872	38669	2266
37873	22849	11074
37875	2609	8462
37877	43282	10912
37880	5830	16726
37881	29485	45836
37882	1154	29284
37884	39653	273
37885	8713	18113
37886	19228	21089
37887	34467	27406
37889	32647	25011
37890	27657	30624
37892	3693	25248
37894	24992	4626
37895	34262	3159
37896	10558	4784
37898	11528	2574
37900	28845	8318
37901	28560	45676
37902	20604	20328
37903	43453	5212
37905	13176	17416
37910	45742	19088
37914	1552	16067
37915	4450	19105
37916	20963	5833
37918	8160	43536
37920	39052	33773
37921	35305	49205
37922	18621	33560
37923	39686	45780
37925	11969	31111
37926	37475	16533
37928	21394	3591
37929	6405	36253
37930	19138	29609
37933	24449	23736
37935	26974	2726
37936	35878	48819
37939	44696	39914
37942	1321	40445
37943	29358	46835
37947	12069	39481
37948	8808	5738
37949	30385	1968
37950	10267	47400
37952	43065	41752
37954	14427	13521
37955	31878	40002
37956	31192	49490
37963	45804	6354
37964	49263	34642
37967	47613	36643
37970	1597	1268
37974	35897	9029
37975	49478	21351
37976	9825	35935
37980	9138	33114
37982	23658	28009
37984	24557	36213
37987	33039	43542
37990	5186	1123
37991	13219	15179
37993	6228	26590
37994	41483	5669
37998	44730	31051
37999	22025	44679
38001	21034	36465
38004	36662	49819
38005	28686	1303
38006	45617	48584
38007	49016	30335
38008	18194	34755
38009	14344	23248
38010	18523	40100
38012	12164	28019
38013	16021	442
38015	35375	10905
38020	23914	36838
38021	27588	18700
38022	37252	17694
38023	38494	11542
38024	2925	22103
38025	13832	44817
38027	36342	26929
38029	47037	34772
38030	12171	3762
38033	32044	5936
38034	29805	43070
38035	9567	30578
38038	1604	22061
38039	35554	35111
38040	41746	12415
38041	45720	20599
38044	45875	2029
38047	36128	30828
38048	20893	39675
38049	7145	1504
38050	14368	40383
38052	546	12494
38053	13250	48039
38054	7096	32693
38058	47615	3557
38062	7479	39736
38064	24941	23435
38065	9615	42238
38066	48903	8140
38068	13884	15591
38070	22931	37068
38071	23226	928
38074	45629	23400
38075	5932	43078
38076	48587	25178
38079	31539	44897
38080	19898	20221
38081	33497	33327
38083	31830	14569
38084	5324	22932
38086	11212	16118
38088	2061	44575
38089	29457	7596
38092	18460	44869
38093	38375	31716
38094	34560	3040
38095	48813	40854
38096	22716	25506
38099	34691	45372
38100	18875	45385
38103	40543	44419
38110	35970	38185
38116	42469	39274
38118	1481	20464
38123	41333	36437
38127	47171	35031
38128	38413	33485
38131	12130	623
38132	39616	49613
38133	43064	42122
38134	47231	36765
38135	31471	37796
38137	37051	37805
38138	21324	41547
38139	19003	30505
38140	31975	18393
38141	41695	18672
38143	5139	23079
38144	39390	26295
38145	25914	48472
38148	42724	28425
38151	45948	27324
38152	9490	38347
38155	12151	34387
38156	2470	33926
38157	16947	22017
38161	15408	5876
38163	24165	25393
38166	9826	37423
38168	38138	10206
38171	37210	19375
38172	17662	28799
38175	26816	13591
38176	4472	33300
38179	41778	8544
38180	7997	18494
38183	29804	29400
38186	37680	46422
38189	33939	31213
38191	22963	16534
38192	45507	33480
38195	38191	20906
38196	6568	26499
38197	10737	42093
38198	46606	38822
38199	48564	19736
38202	22033	47899
38204	21626	33519
38205	19546	46699
38206	28551	45042
38208	36166	21242
38209	49130	43367
38210	43721	26897
38211	906	49775
38213	5844	35604
38214	1324	42765
38217	9813	2270
38218	26813	37052
38221	28935	48776
38222	20907	36927
38223	15304	10321
38224	5070	34546
38225	38350	19494
38226	49950	11726
38228	47403	49524
38232	23885	42603
38234	26309	41041
38238	41387	48353
38240	26270	43204
38244	28912	732
38245	48356	25510
38246	19694	1896
38249	25841	32764
38251	14133	46297
38252	25546	9778
38254	37577	27523
38256	1573	15598
38260	25798	45761
38261	10276	42081
38262	18320	9744
38263	15861	48014
38270	38387	25010
38271	32109	22071
38272	28520	48900
38273	4058	26363
38274	5651	3901
38275	6496	37547
38276	23793	4501
38283	23718	30098
38285	32703	35400
38288	24707	38168
38289	24661	31504
38292	15655	46413
38293	4307	3111
38294	2804	41118
38297	21297	2932
38301	17826	23575
38302	29921	34913
38304	15956	32692
38306	1951	10211
38311	6571	27951
38314	5142	27715
38317	45030	21807
38320	28063	43373
38324	47190	4104
38327	48987	24150
38330	24028	29396
38331	6699	3408
38332	35143	10713
38333	6178	17527
38334	24346	8782
38335	28497	31112
38336	8891	21374
38337	43355	49927
38339	3384	21723
38342	29322	47735
38344	4155	47235
38348	40555	24083
38349	28855	48667
38350	47343	9042
38351	3315	10233
38352	14812	20081
38353	34457	27073
38355	28989	41476
38356	31997	31127
38357	19635	43391
38358	29056	40794
38359	348	44126
38360	9346	48915
38362	7692	39595
38363	28079	4077
38364	18869	17134
38365	17089	47382
38369	45225	29717
38370	1301	43784
38372	15800	14914
38374	11447	18761
38375	24745	43109
38376	38511	30935
38378	27418	9709
38379	3039	9494
38381	12779	11787
38382	26032	41763
38384	30821	5600
38386	41683	10740
38387	14139	49689
38390	5154	679
38391	13180	11544
38392	48011	4639
38393	13268	32754
38395	3962	5797
38396	24332	27876
38401	39120	33592
38402	19291	19070
38403	11773	2658
38406	24839	6662
38408	17309	17976
38409	29473	11742
38411	14437	13800
38412	815	29375
38414	1075	10586
38416	19011	41610
38417	37894	14351
38418	45610	34196
38420	2319	41724
38421	19502	9741
38422	9631	380
38424	26499	44208
38426	15077	41309
38427	27097	23937
38429	4083	39408
38430	14246	47595
38432	40507	26059
38434	35312	31168
38435	48309	1419
38441	18753	3520
38444	9838	47349
38446	42486	10165
38447	5794	4910
38448	27556	27858
38449	32510	4395
38451	3824	11128
38453	39490	14032
38454	3478	38559
38455	22928	8957
38458	198	974
38460	47303	32392
38461	36404	1289
38462	48861	33286
38464	1238	12039
38465	428	27752
38467	44529	6509
38472	22577	30601
38473	6137	36943
38477	2811	36230
38478	23674	49931
38479	31077	15989
38481	20627	42644
38484	39975	607
38485	49267	27825
38488	37468	24189
38489	34599	5428
38490	24144	43439
38492	23994	29073
38493	8380	5132
38498	33504	4443
38499	12046	334
38501	14704	15695
38503	12537	8645
38504	25866	46966
38505	41201	18950
38507	4254	36268
38508	45339	22479
38509	36514	46667
38512	29359	15137
38513	44070	31489
38514	32542	5095
38516	25999	18417
38520	28568	35158
38523	11800	41639
38524	28102	44481
38525	29479	31887
38527	21802	9965
38532	9556	4548
38533	40516	28945
38534	13534	6527
38535	48854	40112
38537	7264	37626
38538	13730	16529
38541	30242	22083
38542	748	39922
38544	24403	5467
38545	41723	7785
38546	33655	20428
38547	1765	26186
38549	17799	46249
38550	47267	14194
38558	46839	45856
38559	687	854
38561	16476	20400
38563	17174	34369
38564	34802	40702
38567	39193	34605
38568	45138	28286
38571	14879	47477
38575	3715	23197
38576	39095	15338
38578	15044	13217
38579	41910	22465
38582	37411	5430
38583	34176	49755
38584	11928	8263
38585	37529	40108
38586	7588	5394
38588	41258	34877
38591	39588	18571
38592	871	39792
38593	21643	38134
38595	44015	16601
38596	46264	32350
38598	24029	46948
38599	18328	26489
38600	18705	1822
38601	26093	34423
38602	38696	31961
38603	39753	1761
38605	22107	2589
38606	30118	4371
38608	34760	41593
38609	20190	18255
38610	49919	30406
38611	18758	32592
38612	2095	45648
38613	179	39717
38614	30465	32925
38617	38087	20792
38618	42825	18642
38619	18887	20834
38620	5352	19118
38622	29816	44283
38625	28290	36898
38626	43624	24238
38627	36317	49483
38629	21805	47873
38630	17303	40320
38634	14479	5292
38635	29745	4044
38636	42530	6399
38638	45589	33027
38640	9204	45327
38643	28468	2787
38644	22239	40527
38646	23749	40970
38648	32194	45703
38649	14352	48411
38655	15098	6801
38658	21451	45010
38660	43996	4738
38662	41773	30924
38665	18349	39418
38666	33421	49292
38668	27162	49162
38671	11590	13038
38672	38270	15147
38674	20055	41316
38675	20031	42178
38676	14814	23984
38681	21073	24766
38682	32858	16702
38684	7839	28659
38686	10088	46582
38688	34456	30889
38689	11948	26082
38693	37185	2982
38696	23472	36476
38698	25254	44089
38700	33901	46637
38703	41871	45621
38704	17269	19682
38706	10625	12089
38708	17289	16298
38710	30687	35251
38712	15222	25433
38713	46180	24305
38715	16790	29607
38716	37658	7592
38719	15568	20836
38720	29151	25247
38723	15214	46198
38724	44762	31904
38727	47545	10207
38728	44745	43552
38729	26039	23776
38732	23611	5420
38736	13599	20815
38737	26146	13553
38738	17157	6639
38742	7470	32715
38744	21107	35648
38746	24239	3814
38747	48834	22265
38748	37332	38592
38749	15173	11184
38755	33484	36819
38756	34873	16018
38759	36891	48224
38764	18870	37076
38765	20796	48223
38773	40753	40587
38774	4544	39250
38777	44684	49160
38780	19194	35474
38781	43292	39303
38782	32564	17004
38786	8500	22494
38788	39103	17133
38789	31987	33211
38790	21185	32065
38794	45643	37435
38795	22007	29257
38796	1160	43389
38797	42302	25283
38798	22529	5843
38800	46766	20257
38801	9519	4564
38802	27309	8033
38803	41584	15062
38804	25106	48516
38807	20510	8513
38808	33615	39541
38810	11090	46837
38811	3458	32578
38812	13758	30686
38814	24369	19782
38817	47486	19389
38820	47758	7150
38821	20041	2238
38823	22678	22556
38828	7455	46129
38830	30282	17172
38831	1917	16870
38832	19074	38495
38833	25916	5204
38834	44324	18394
38835	20235	28050
38838	5303	40428
38841	27335	34706
38842	44313	26261
38843	8512	3434
38846	17045	10447
38853	39600	27318
38855	35889	45139
38857	27217	16886
38860	27802	34553
38861	15309	46465
38867	45387	3538
38870	18762	21414
38871	2722	32054
38872	7898	530
38876	29755	44422
38877	46340	39286
38878	38689	42628
38879	14658	8743
38880	40105	34140
38881	46030	7250
38882	37434	49478
38885	20033	18140
38886	6676	15197
38887	41826	35570
38888	31292	44305
38889	9236	12162
38891	4638	46292
38892	5931	26683
38893	43434	31907
38895	2796	36668
38896	13468	42446
38900	7680	36871
38904	16539	24674
38907	2576	11523
38908	28122	5549
38909	1651	41449
38910	42710	27129
38912	20590	26007
38915	40066	6624
38916	10298	45193
38917	9479	10220
38919	49231	40585
38920	37896	27045
38922	95	18163
38926	44897	9092
38927	28969	25904
38931	2911	29606
38932	7419	28742
38933	25066	12339
38935	43842	20565
38936	28523	43798
38937	4292	20002
38938	31387	31470
38939	47090	24608
38941	22026	13619
38943	12791	28151
38950	12781	1871
38951	12582	29716
38953	46733	37343
38956	10104	16273
38958	37280	23381
38959	34044	31655
38960	40280	29260
38963	10004	32735
38964	6829	38321
38965	42276	42017
38966	39767	31958
38967	20182	18302
38968	38907	49283
38969	43221	31623
38970	47440	14953
38972	8997	23670
38973	18928	3606
38976	6287	18300
38977	19471	48334
38978	20752	38671
38981	33147	11005
38983	34465	28838
38984	32309	33625
38985	40758	9294
38986	40675	12429
38989	26865	22240
38992	1906	26911
38996	11333	23391
38997	24669	27369
38998	28302	27596
38999	37861	43932
39003	19262	6395
39005	18657	17801
39007	29706	40104
39010	45749	28194
39013	2610	14594
39014	43766	36925
39015	25376	25752
39016	30163	19193
39017	37692	30212
39018	46946	19719
39020	11643	40494
39023	21718	45592
39025	30135	49081
39026	13285	14498
39027	21237	27925
39028	2980	38309
39029	23323	16276
39030	29591	39940
39031	49125	41243
39032	41376	3836
39033	45595	15588
39034	26852	25261
39036	5241	17736
39039	38093	21424
39046	11673	29119
39047	27721	14153
39048	332	6510
39050	17018	24806
39057	690	26794
39058	48982	13151
39059	33178	42211
39060	24733	27635
39061	43459	29223
39064	15578	14702
39065	44145	18453
39066	36590	8954
39067	11585	40252
39068	11260	10896
39070	36998	38075
39071	12375	38840
39072	5345	5573
39073	18699	22395
39077	24483	20061
39081	25002	5309
39082	16676	17244
39086	22091	12766
39090	13842	18836
39093	16536	31995
39099	7321	24731
39100	42397	30877
39101	22700	5371
39103	44774	34580
39104	12474	34669
39108	23703	40959
39110	38586	26992
39112	42886	36578
39115	7118	2309
39117	37904	26352
39118	41057	20372
39122	9367	34372
39124	17695	36374
39127	23250	29688
39128	17865	10267
39130	9581	727
39131	21710	23048
39134	3827	29564
39135	35212	39735
39139	15146	46184
39141	40765	32470
39144	47172	8231
39147	16300	37592
39151	12201	25619
39156	45905	28033
39158	11293	21796
39159	46920	7723
39160	29825	16591
39161	3790	11918
39162	37030	35769
39164	22399	13345
39169	11897	37745
39174	11517	28566
39176	49858	14204
39177	41304	31170
39178	39461	38652
39179	8611	20767
39180	34717	33981
39182	22279	357
39183	24117	6550
39184	10635	28465
39185	33135	46838
39188	42011	10633
39189	34056	11439
39190	905	7261
39193	40755	23476
39195	8309	4217
39198	40578	13899
39199	30568	24913
39200	43004	43631
39201	10034	25898
39203	38677	33192
39205	48061	14233
39207	20131	41839
39208	494	27724
39209	19881	10337
39215	6229	24487
39216	20687	27673
39218	29939	1240
39222	175	49327
39227	43905	3109
39228	49383	30661
39229	39657	19413
39232	5796	43170
39233	35165	47177
39234	33903	44720
39235	5030	14882
39239	27184	45134
39240	9884	19328
39245	7491	15492
39248	15135	24868
39249	20301	20220
39251	1391	5521
39252	21800	3947
39255	19071	9746
39256	3488	41515
39257	38765	31793
39262	28812	32154
39265	47441	16408
39266	20912	1373
39267	4120	17100
39268	4231	39273
39274	39533	1452
39275	42864	18735
39276	23937	11391
39277	13644	40407
39279	836	29194
39280	3161	29719
39282	39788	27696
39284	7722	47021
39285	26346	33922
39286	31959	39514
39287	48337	32875
39289	12758	5302
39293	48647	16651
39295	32489	37369
39297	32497	16539
39299	42979	48558
39300	14945	35650
39301	48799	46595
39302	18975	47875
39303	2392	39641
39306	29091	25676
39307	5178	29267
39308	6311	5626
39310	11198	26044
39311	47188	28392
39313	43880	38041
39315	19835	39152
39316	45543	14522
39317	24617	24629
39320	32502	17226
39321	28545	37834
39324	24016	18774
39325	46080	35639
39326	48658	12565
39327	28129	18535
39328	35089	1653
39329	33728	9921
39330	34354	18055
39331	11217	22223
39333	17237	21593
39338	41829	37595
39343	43069	30632
39349	44415	409
39350	15643	21936
39351	4876	19207
39354	42255	15958
39355	23540	32212
39356	34507	35843
39358	23808	47440
39359	9110	25509
39360	25635	13896
39361	46934	13860
39362	28722	46676
39363	43530	764
39364	15496	33483
39365	10334	39037
39370	454	38873
39371	46608	42866
39372	48890	9998
39373	14439	22988
39374	273	41226
39377	24038	39503
39379	11981	45598
39382	42102	34774
39383	10237	37665
39388	31119	7381
39393	47695	48148
39397	28746	15837
39400	27417	19223
39403	3904	28484
39405	29224	44967
39406	11584	5362
39408	43005	19606
39409	48729	8325
39410	11817	32001
39412	16693	45405
39414	2704	46918
39415	36208	37802
39416	22668	43696
39417	13327	7653
39418	17628	41045
39419	13819	9263
39420	43774	26178
39424	43216	16624
39428	28592	39781
39429	23178	30469
39432	29808	16820
39434	20441	38669
39436	43315	46725
39438	35207	12314
39439	8248	44301
39440	20174	11882
39441	28950	25500
39442	36537	17595
39443	22272	4787
39444	25391	11282
39446	15573	29046
39447	20551	37635
39448	4018	33755
39449	47414	25851
39450	107	43732
39451	10951	49900
39453	40883	23275
39456	29100	23797
39457	21552	37711
39463	13740	894
39464	36988	24519
39466	16869	34641
39471	43431	32219
39472	5161	12781
39475	45443	39299
39476	12467	38091
39478	21675	4699
39480	35764	24941
39483	8934	36017
39486	14036	8977
39487	19741	33345
39490	13210	38767
39491	14498	32781
39493	22680	24453
39495	46216	39518
39496	33705	23436
39499	18486	30092
39501	15235	22394
39502	14512	27902
39505	23285	47090
39506	23734	13897
39509	26097	427
39510	41591	14679
39512	45983	25029
39513	19162	39063
39514	8902	497
39516	35177	45697
39518	17815	23018
39524	13841	30556
39526	47413	20007
39527	26653	4744
39528	32135	19593
39529	16506	7091
39531	27710	44146
39532	19684	39615
39533	36791	11301
39534	43912	28563
39539	21420	15041
39544	22649	42657
39545	40108	5514
39546	14458	22104
39547	34383	35484
39549	23276	42611
39550	40694	15949
39551	11137	27107
39554	30634	20411
39558	46016	42802
39560	35337	34339
39562	2274	9468
39565	46442	13722
39566	22970	35848
39570	31913	6981
39571	43938	2615
39572	925	17188
39573	18100	24319
39575	34579	11235
39578	4010	12375
39580	18798	29399
39581	37420	14409
39582	27641	47620
39583	48389	37582
39584	31418	14267
39585	2580	48139
39586	5245	35824
39589	18951	4823
39590	30617	19043
39591	9291	37473
39592	40635	26420
39595	34777	27638
39596	13413	28278
39598	2366	4858
39600	13739	15426
39601	90	46537
39609	45935	462
39611	11785	23812
39612	48901	43642
39613	29500	5846
39615	40910	46389
39616	27906	21047
39617	31711	11978
39619	39033	41410
39623	46738	8742
39624	2531	1488
39625	30812	47423
39626	8650	34534
39631	43692	5121
39634	41414	11100
39636	31015	33131
39637	27772	48130
39640	10800	3637
39641	3155	27180
39643	37102	412
39647	28190	45521
39649	28794	21168
39650	4737	30843
39652	21703	25394
39656	44466	37034
39657	24500	18632
39660	12293	15409
39662	48138	47704
39664	2870	25576
39666	6357	34491
39667	6632	2520
39668	32990	41692
39670	49963	22285
39671	35560	4036
39673	41303	3496
39678	22236	31436
39680	8956	20810
39682	20558	12894
39686	9296	34067
39688	4742	16689
39690	5351	10958
39691	8763	1938
39694	33884	24134
39697	10111	39854
39702	42749	38324
39704	34549	14739
39707	35516	1947
39709	41781	37375
39712	9641	31514
39715	37338	45654
39718	45254	36549
39720	2756	45462
39721	34146	15980
39723	32845	15953
39724	11028	15924
39725	31419	39741
39726	4960	24636
39731	20492	11914
39735	22453	22838
39737	27617	14363
39741	87	39845
39743	9553	35980
39746	2249	37330
39750	40453	37958
39751	20074	28540
39752	16970	1992
39754	47019	40032
39755	39829	39665
39756	23392	43017
39757	35556	1112
39761	37721	23206
39762	10563	8721
39763	6028	44950
39766	23669	48364
39767	29764	29344
39768	31104	7155
39771	7863	22215
39772	44140	14579
39774	46283	11723
39775	612	41333
39776	35840	39594
39777	14118	7067
39780	37253	37791
39781	32889	30431
39782	17392	44741
39783	46954	9144
39784	34971	4197
39786	17452	24106
39787	26980	33644
39788	9226	1664
39789	22154	15648
39791	48286	18378
39792	46966	36470
39793	45203	38830
39798	7398	6005
39800	909	47943
39802	38007	33139
39803	2845	18346
39804	656	15381
39808	21841	45205
39809	12657	24750
39811	34628	1496
39814	39893	19613
39815	3104	29572
39816	29325	34990
39818	26768	11783
39819	12606	45902
39821	4668	20722
39826	24023	33151
39827	44539	9543
39828	32282	38351
39832	49808	32076
39834	45481	25304
39842	16962	46961
39846	26932	14982
39847	18613	28000
39848	5059	39824
39850	9776	42761
39851	13542	38071
39855	17687	30038
39856	2496	16380
39857	17134	11075
39858	16671	23593
39859	10500	14331
39861	27827	31584
39863	40914	24219
39866	6103	18290
39870	40526	42075
39872	2360	14941
39873	34909	20273
39876	16004	23411
39877	16787	30125
39880	20483	9511
39881	45822	30668
39882	3511	47572
39886	10418	36071
39888	17029	34022
39891	36425	10225
39892	5081	25899
39895	5112	41958
39896	22788	16215
39897	24217	5317
39898	34524	13779
39900	14990	44670
39902	40965	12471
39907	47787	1970
39911	30820	19812
39914	26217	41233
39915	48112	21271
39916	10102	13743
39918	11168	21666
39920	19078	33116
39921	43503	40027
39922	11011	8850
39923	5304	46238
39927	4980	41896
39928	31120	38909
39931	45330	7218
39934	41608	23183
39935	48191	41805
39936	924	32176
39937	3865	31018
39939	37963	4454
39942	14267	49402
39946	18162	5218
39948	36847	152
39949	14973	44828
39951	37584	7048
39955	23961	47037
39956	3968	13617
39958	42673	43995
39959	28018	35581
39960	26517	30565
39961	1611	12116
39962	14673	15854
39963	25110	28512
39966	36326	9595
39968	8961	11780
39969	29445	35178
39970	31049	39966
39971	7036	13241
39972	40596	30703
39976	16302	34411
39978	22941	17317
39982	7526	48185
39987	31756	32104
39988	10674	33570
39989	29146	33208
39994	25119	41093
39995	35057	30346
39996	21425	37731
39998	43820	33484
39999	35822	3037
40003	11383	42797
40005	49484	36866
40007	6923	39294
40009	33736	23747
40010	26864	36572
40012	135	23703
40013	20209	23632
40014	25367	6660
40015	3275	46481
40016	14954	33258
40023	24925	26188
40024	1027	8707
40025	9410	29218
40026	32395	28748
40027	14773	27929
40028	6585	21084
40029	7250	28177
40030	44266	12795
40031	29290	8562
40032	31713	19992
40033	40273	49447
40034	18926	5214
40035	742	43892
40036	21507	46603
40037	14794	2585
40039	2516	3323
40042	25534	47925
40043	2686	20182
40050	5017	5008
40052	49443	12223
40054	137	9590
40058	18293	15590
40060	10939	38751
40061	36308	4377
40064	39450	15323
40065	20221	48770
40067	14820	35009
40068	41814	3623
40069	38622	39907
40070	24695	15685
40072	7437	47459
40074	6637	30614
40075	41315	39817
40080	30950	15555
40081	38482	6464
40082	29990	11373
40083	45929	616
40085	29447	39689
40089	44378	6999
40090	4567	12654
40091	47111	46262
40093	39123	12655
40094	49166	14035
40095	17563	18382
40096	36352	48802
40097	35918	49420
40101	8681	26210
40104	11036	25994
40108	28012	24589
40113	26467	847
40114	17033	32617
40115	18551	15616
40116	48296	42941
40117	14819	45504
40118	6078	39666
40119	37966	4950
40120	49250	37367
40123	12002	43444
40125	26994	13379
40126	37263	49781
40127	9175	3154
40129	34704	38069
40132	13588	37036
40133	33763	41423
40135	6002	19744
40136	37278	21307
40137	18956	1065
40140	30982	21617
40141	26977	17866
40143	43962	10801
40146	8843	27511
40147	45962	42755
40151	44926	24439
40155	18039	23475
40156	33808	45279
40159	17496	12094
40160	48507	39215
40163	19677	9524
40167	32691	1665
40172	4161	41964
40176	7819	37736
40182	20837	32647
40184	45616	16846
40186	23047	21238
40189	331	48652
40193	22410	44975
40195	12377	18316
40199	14379	26619
40203	42932	25382
40205	35883	49499
40207	37299	3995
40208	40742	9685
40210	16257	49881
40216	39635	41145
40219	12213	26597
40222	23819	23065
40223	48745	40601
40224	47526	49118
40226	40744	22358
40227	530	45738
40229	18552	48879
40230	24382	26320
40233	33463	10276
40234	12360	22830
40239	27147	38162
40240	792	21260
40243	34630	19770
40244	36358	10088
40245	6787	19329
40248	31008	34849
40249	44565	9801
40253	28483	27265
40255	48592	39660
40256	17250	43749
40257	24607	13015
40259	17378	28031
40262	38595	21971
40266	7030	18412
40267	18225	38755
40268	17983	26461
40272	46217	35338
40273	34908	2939
40275	33369	2493
40278	14749	1383
40279	25074	16618
40282	35912	33849
